source,source_record_id,ein,organization_name,dba_name,street,city,state,zip,county,latitude,longitude,ntee_code,ntee_definition,status_code,status_definition,last_seen_vintage,tax_period,revenue_amount,asset_amount,income_amount,size,size_basis,active_flag,source_url
IRS/NCCS BMF,41-1466819,41-1466819,The Emergency Food Shelf Of Northeastern Carlton County,,,GLOQUET,MN,55720,,,,K31,"Food Banks, Pantries",,,1989-06,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1476506,41-1476506,Deer River Area Food Shelf,,PO BOX 2,DEER RIVER,MN,56636-0002,Itasca County,47.396484,-93.8224305,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,55610,190833,55610,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1489951,41-1489951,Leader Poplar Emergency Food Shelf,,,MOTLY,MN,56466,,,,K31,"Food Banks, Pantries",,,1989-06,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1494430,41-1494430,Bemidji Community Food Shelf,,PO BOX 3118,BEMIDJI,MN,56619-3118,Beltrami County,47.47221,-94.8855105,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1540107,1814203,1540107,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1506001,41-1506001,Second Harvest Food Bank Of Greater Minneapolis,,,MINNEAPOLIS,MN,55427,,,,K31,"Food Banks, Pantries",,,2003-01,,13049357,2345974,15357079,Medium,IRS revenue $5M–<$25M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1569719,41-1569719,Greater Lake Country Food Bank,,,MINNEAPOLIS,MN,55411,,,,K31,"Food Banks, Pantries",,,2014-04,201112,626066,105999,626066,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1599449,41-1599449,Northside Christian Community Services,,,MINNEAPOLIS,MN,55412,,,,K31,"Food Banks, Pantries",,,1998-09,,33736,3354,33736,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1631989,41-1631989,Sharing Korner,,,SAINT PAUL,MN,55130,,,,K31,"Food Banks, Pantries",,,2016-08,201512,85174,421820,85174,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1744242,41-1744242,Thief River Falls Area Food Shelf,,PO BOX 802,THIEF RVR FLS,MN,56701-0802,Pennington County,48.116592,-96.1764615,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,139033,340739,139033,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1761515,41-1761515,St Peter Area Foodshelf,,201 S 3RD ST B,SAINT PETER,MN,56082-2044,Nicollet County,44.325413635005,-93.9579708791046,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,262669,517189,262669,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1770445,41-1770445,Minnehaha Area Pantry,,,MPLS,MN,55406,,,,K31,"Food Banks, Pantries",,,1998-09,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1782776,41-1782776,Second Harvest North Central Food Bank,,2222 CROMELL DR,GRAND RAPIDS,MN,55744-3281,Itasca County,47.2247881378335,-93.4931341182015,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-12,202212,10239992,5393961,10245149,Medium,IRS revenue $5M–<$25M,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1864792,41-1864792,Second Harvest Coop,,,NEW RICHLAND,MN,56072,,,,K31,"Food Banks, Pantries",,,2014-06,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-1991695,41-1991695,Redwood Area Food Shelf,,231 E 2ND ST STE 4,REDWOOD FALLS,MN,56283-2602,Redwood County,44.5404891776501,-95.1171897572855,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,191069,111983,191069,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2021124,41-2021124,St Joseph Community Food Shelf,,PO BOX 121,ST JOSEPH,MN,56374-0121,Stearns County,45.580383,-94.3199595,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,139263,707867,139263,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-4317713,41-4317713,Blessing Box Project Of St Cloud Mn,,3080 W SAINT GERMAIN ST APT 303,SAINT CLOUD,MN,56301-4796,Stearns County,45.5439517354725,-94.1970338774311,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,42-1654116,42-1654116,Plainview-Elgin Area Food Shelf,,PO BOX 274,ELGIN,MN,55932-0274,Wabasha County,44.132364,-92.273688,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,123487,89088,123487,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-2566276,45-2566276,Mabel Area Food Shelf,,PO BOX 504,MABEL,MN,55954-0504,Fillmore County,43.54767,-91.784961,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3063907,45-3063907,Mobile Action Ministries,,,STILLWATER,MN,55082,,,,K31,"Food Banks, Pantries",,,2016-08,201512,55657,47568,55657,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3075078,45-3075078,Heavens Table Food Shelf,,PO BOX 745,FAIRMONT,MN,56031-0745,Martin County,43.645932,-94.459752,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,265962,513767,265962,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3328914,45-3328914,Lonsdale Area Food Shelf,Lonsdale Area Food Shelf,7525 GARFIELD AVE,LONSDALE,MN,55046-3410,Rice County,44.4781756100468,-93.4023547368002,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,130216,165123,130216,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3504397,45-3504397,Emily Emergency Food Shelf,,PO BOX 93,EMILY,MN,56447-0093,Crow Wing County,46.735929,-93.943422,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,185653,284524,185653,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-3844389,45-3844389,Good Grocer,Kurt Vickman,2644 NICOLLET AVE,MINNEAPOLIS,MN,55408-1628,Hennepin County,44.9540187799065,-93.277903187662,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1763160,3152748,1763160,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5336214,45-5336214,Maple River Loaves & Fishes Food Shelf,,PO BOX 227,MAPLETON,MN,56065-0227,Blue Earth County,43.933824,-93.93507,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,102656,227376,102656,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5536480,45-5536480,Henning Community Food Shelf,,PO BOX 176,HENNING,MN,56551-0176,Otter Tail County,46.322361,-95.459472,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,201812,0,74830,24662,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5549715,45-5549715,Soup For The Soul,,536 UN ST S,MORA,MN,55051-1847,Kanabec County,45.8713616122685,-93.2969409835541,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5579732,45-5579732,Centennial Community Food Shelf,,PO BOX 8,CIRCLE PINES,MN,55014-0008,Anoka County,45.155952,-93.1386195,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,246505,637605,246714,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,45-5632734,45-5632734,Area Food Shelf Of New Richland,,PO BOX 12,NEW RICHLAND,MN,56072-0012,Waseca County,43.897401,-93.48984,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,73794,295671,73794,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-1363977,46-1363977,Lake Of The Woods Food Shelf,,PO BOX 928,BAUDETTE,MN,56623-0928,Lake of the Woods County,48.706308,-94.592439,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-3081535,46-3081535,Joyce Uptown Foodshelf,Uptown Foodshelf,3041 FREMONT AVE S,MINNEAPOLIS,MN,55408-2722,Hennepin County,44.9468473411045,-93.2957308144441,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,519800,928422,520832,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-1667774,47-1667774,Waconia United Food Shelf,,PO BOX 577,WACONIA,MN,55387-0577,Carver County,44.846082,-93.78756,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202409,475346,844103,631370,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2905876,47-2905876,Springfield Area Food Shelf,,PO BOX 15,SPRINGFIELD,MN,56087-0015,Brown County,44.240067,-94.973319,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,119196,140915,119196,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-5127382,47-5127382,Clearwater County Food Shelf,,PO BOX 578,BAGLEY,MN,56621-0578,Clearwater County,47.484774,-95.404788,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,145196,123772,145196,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,51-0564012,51-0564012,Community Cares,,5751 150TH ST W,APPLE VALLEY,MN,55124-6948,Dakota County,44.732385,-93.180447,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,96720,8631,96720,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,55-0888466,55-0888466,Pipestone County Food Shelf,,205 2ND ST NW UNIT 2,PIPESTONE,MN,56164-1635,Pipestone County,44.0015206523286,-96.3192932929549,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,470292,126945,470292,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,61-1723716,61-1723716,Cass Lake Area Food Shelf,,PO BOX 1255,CASS LAKE,MN,56633-1255,Cass County,47.384163,-94.609629,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,9744,237097,9744,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,68-0590043,68-0590043,Kimball Area Food Shelf,,PO BOX 99,KIMBALL,MN,55353-0099,Stearns County,45.326439,-94.3067205,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,71-0982950,71-0982950,Browerville Area Food Shelf,,PO BOX 49,BROWERVILLE,MN,56438-0049,Todd County,46.138401,-94.8239505,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,71-0986682,71-0986682,Grand Meadow Faith Community Food Shelf,,PO BOX 306,GRAND MEADOW,MN,55936-0306,Mower County,43.719363,-92.57688,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202408,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,75-3132034,75-3132034,Hibbing Food Shelf,,,HIBBING,MN,55746,,,,K31,"Food Banks, Pantries",,,2019-08,201512,16058,25165,58131,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,80-0642004,80-0642004,Moose Lake Area Food Shelf,,PO BOX 128,MOOSE LAKE,MN,55767-0128,Carlton County,46.445004,-92.764908,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,109794,444996,109794,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,80-0919680,80-0919680,Every Meal,,2723 PATTON RD,ROSEVILLE,MN,55113-1139,Ramsey County,45.0234441304461,-93.2065743087017,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,11027114,14385094,11489598,Medium,IRS revenue $5M–<$25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,81-1047461,81-1047461,Rock County Food Shelf,,208 W MAPLE,LUVERNE,MN,56156-0000,Rock County,43.6533404762825,-96.2117287543713,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202312,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,81-4345878,81-4345878,Communities Fighting Student Hunger,,595 1ST AVE SW,WELLS,MN,56097-1305,Faribault County,43.738479,-93.7268619864969,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-0571639,82-0571639,Grant County Emergency Food Shelf,,,ELBOW LAKE,MN,56531,,,,K31,"Food Banks, Pantries",,,2016-04,201212,52912,0,52912,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-2913068,82-2913068,Oronoco Food Shelf,,20 3RD ST SW,ORONOCO,MN,55960-0000,Olmsted County,44.1607032425416,-92.5339383388828,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,82-3776868,82-3776868,Jackson Food Shelf,,1229 N HWY,JACKSON,MN,56143-1027,Jackson County,43.623693,-94.9999995,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,82584,306736,82584,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-0764155,83-0764155,Care And Share Pantry,,PO BOX 12,LAKE BRONSON,MN,56734-0012,Kittson County,48.737691,-96.6677895,K31,"Food Banks, Pantries",1,Unconditional Exemption,2023-11,202012,0,0,0,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-0865066,83-0865066,Marshall Food4kids,,PO BOX 771,MARSHALL,MN,56258-0771,Lyon County,44.445951,-95.7819105,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,85317,28750,85764,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,83-4541473,83-4541473,Fort Snelling Veterans Food Shelf,,,EDEN PRAIRIE,MN,55344,,,,K31,"Food Banks, Pantries",,,2022-01,,,,,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,84-2309087,84-2309087,Bountiful Basket Food Shelf Of Eastern Carver County,,1600 BAVARIA RD,CHASKA,MN,55318-1455,Carver County,44.8069612003866,-93.612143737059,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202509,4279721,2025056,4280852,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,85-1121626,85-1121626,Ely Area Food Shelf,,15 W CONAN ST,ELY,MN,55731-1233,St. Louis County,47.900550938398,-91.8676190378845,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,410483,1035831,410483,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,85-4137299,85-4137299,Care Community Services,Ccm,1045 N 7TH ST,MINNEAPOLIS,MN,55411-4350,Hennepin County,44.9888274601536,-93.2901522839459,K31,"Food Banks, Pantries",1,Unconditional Exemption,2023-07,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1300476,86-1300476,Youth Higher Educational Achievement,,7040 LAKELANDD AVE N,BROOKLYN PARK,MN,55428-5600,Hennepin County,45.082809,-93.3747344667901,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1537208,86-1537208,Mentorship For Young Leaders,,10032 SCOTT AVE N,BROOKLYN PARK,MN,55443-5435,Hennepin County,45.1367487871199,-93.3467755933697,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1678111,86-1678111,Center For Youth Advancement,,1434 MARSHAL ST NE,MINNEAPOLIS,MN,55413-4571,Hennepin County,45.0024692489469,-93.2711848793348,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1702313,86-1702313,Academy For Youth Achievement,,302 1412 PORTLAND AVE,MINNEAPOLIS,MN,55420-0000,Hennepin County,44.968527,-93.2677085243231,K31,"Food Banks, Pantries",1,Unconditional Exemption,2023-12,202112,987924,0,987924,Small,IRS revenue < $5M,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1785638,86-1785638,Youth International Club,,3023 PILLSBURY AVE S,MINNEAPOLIS,MN,55408-3028,Hennepin County,44.947242,-93.2813440416936,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202112,1445658,0,1445658,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1790257,86-1790257,Youth Developments Foundation,,1434 MARSHAL ST NE,MINNEAPOLIS,MN,55413-4571,Hennepin County,45.0024692489469,-93.2711848793348,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1917097,86-1917097,Youth Educational Advancement,,515 15TH AVE S,MINNEAPOLIS,MN,55454-1588,Hennepin County,44.9697918950605,-93.2504613606385,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1956585,86-1956585,Youth Educational Development,,8601 EDINBROOKLYN KING,BROOKLYN PARK,MN,55443-0000,Hennepin County,45.1180453785421,-93.3414141120641,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1957239,86-1957239,Youth Exceptional Achievements,,6511 22ND ST N,SAINT PAUL,MN,55128-4303,Washington County,44.9796249025623,-92.9744583265336,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-1995433,86-1995433,Center For Youth Educational Advancement,,1523 HWY 13 E,BURNSVILLE,MN,55337-2917,Dakota County,44.784117,-93.2520105,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202112,2488,2488,359612,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2112523,86-2112523,Advancment For Youth Education,,18418 GREENSTONE WAY,LAKEVILLE,MN,55044-4843,Dakota County,44.681499,-93.2268735,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2153266,86-2153266,Bulsho,,5508 ELM GRV CT,NEW HOPE,MN,55428-3875,Hennepin County,45.053505,-93.3797214704254,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2184120,86-2184120,Youth Trainig & Skill Development,,7117 CALUMET CT,SAVAGE,MN,55378-4460,Scott County,44.7332383349877,-93.3696382055225,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2203012,86-2203012,Academy For Athletic Development,,5508 ELM GRV CT,NEW HOPE,MN,55428-3875,Hennepin County,45.053505,-93.3797214704254,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2226288,86-2226288,Future Youth Of Twin Cities,,2005 SIBLEY CT,BURNSVILLE,MN,55337-1162,Dakota County,44.798733,-93.2448285,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2291615,86-2291615,Advance Youth Athletic Development,,3966 MINNEHAHA AVE S B,MINNEAPOLIS,MN,55406-3232,Hennepin County,44.9308815936581,-93.2215681032661,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-2292769,86-2292769,Big Goals For Young Leaders,,6517 76TH AVE N,BROOKLYN PARK,MN,55428-1433,Hennepin County,45.0926283261009,-93.3649329132668,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-3492878,86-3492878,Educational Academy For New Americans,,7201 YORK AVE S,EDINA,MN,55435-4403,Hennepin County,44.872118192625,-93.3207625237758,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,86-3642390,86-3642390,Youth Skills Development,,7930 UNIVERSITY AVE NE,FRIDLEY,MN,55432-1860,Anoka County,45.1119830301406,-93.2650436019736,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-1999251,87-1999251,Kulmiye Community Services,,120708 WAYZATA BLV,WAYZATA,MN,55305-0000,Hennepin County,44.9709877075175,-93.4876721604544,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2000067,87-2000067,Hot Free Food,,5519 33RD AVE S,MINNEAPOLIS,MN,55417-2007,Hennepin County,44.9029651013042,-93.224309455566,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2061538,87-2061538,Somali Women Fashion Foundation,,310 E 38TH ST STE 225,MINNEAPOLIS,MN,55409-1371,Hennepin County,44.9341784471979,-93.2716756990017,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2086151,87-2086151,New American Educational Center,,1108 W 158TH ST,BURNSVILLE,MN,55306-5475,Dakota County,44.718228,-93.29373,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2112839,87-2112839,Holistic Natural Beauty Center,,2900 PILLSBURY STE 150,MINNEAPOLIS,MN,55408-0000,Hennepin County,44.9506767043014,-93.2813987956986,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2133752,87-2133752,Aamin Youth Education Center,,320 W LK SUIT 217,MINNEAPOLIS,MN,55408-3025,Hennepin County,44.9483784815626,-93.2841,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2134802,87-2134802,North Side Community Center,,2531 MARSHAL ST NE,MINNEAPOLIS,MN,55418-3376,Hennepin County,45.0140077924,-93.27183484676,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2264270,87-2264270,St Paul New American Center,,2712 RUSTIC CT,MAPLEWOOD,MN,55109-4971,Ramsey County,44.9932242161984,-92.9857150161002,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2265590,87-2265590,Center For New American,,9706 EVERGREEN AVE N,BROOKLYN PARK,MN,55443-1534,Hennepin County,45.1313072669803,-93.3270425877142,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,202112,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
